# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
31391at8509	Complete	group2	148266589	148299956	-	18460	2623
13283at8509	Complete	group11	85976667	86162895	+	22900	5598
22203at8509	Complete	group4	154575858	154698923	-	26062	5493
29468at8509	Complete	group3	68783488	68932827	+	25133	5149
32412at8509	Complete	group3	117592071	117748308	-	24327	5029
58813at8509	Complete	group2	122096507	122237321	-	15817	4706
29242at8509	Complete	group9	19778912	20001442	+	25401	4915
30273at8509	Complete	group9	28555690	28715382	+	23910	4851
30740at8509	Complete	group3	58563718	58605689	+	24273	4848
20966at8509	Complete	group6	97389733	97509942	+	24191	4833
37330at8509	Complete	group11	78271334	78384848	+	23386	4806
56752at8509	Complete	group3	39183549	39228194	-	15641	4585
4768at8509	Complete	group4	49344564	49506996	-	23807	4380
42969at8509	Complete	group7	57363169	57464635	-	10797	4664
8129at8509	Complete	group7	97284336	97346246	+	23631	4638
895at8509	Complete	group5	28266139	28619881	-	24422	4618
21592at8509	Complete	group6	126442875	126585491	+	23902	4424
15558at8509	Complete	group10	53565862	53683060	+	22819	4584
23389at8509	Complete	group4	112856892	112912260	+	15440	4460
15079at8509	Complete	group6	22510341	22536135	-	23489	4576
50084at8509	Complete	group3	36421595	36445194	+	21349	4466
49281at8509	Complete	group11	43090612	43316432	+	19062	4469
18848at8509	Complete	group8	8749449	8907376	+	21855	4460
42563at8509	Complete	group5	37309726	37394238	+	21348	4355
40822at8509	Complete	group8	62359064	62442563	-	17174	4365
14943at8509	Complete	group3	110302529	110362838	-	19881	4272
23723at8509	Complete	group8	78282471	78485703	-	20201	4214
54690at8509	Complete	group3	172617865	172630351	+	15833	3676
22157at8509	Complete	group1	54097366	54175800	+	17099	4121
24414at8509	Complete	group3	82866457	82940250	+	19783	4042
54545at8509	Complete	group11	21328585	21456354	-	12416	3688
55775at8509	Complete	group3	174308550	174343676	+	17506	3597
41965at8509	Complete	group4	19165522	19272600	+	10939	1859
20375at8509	Complete	group3	83918844	83976639	-	17728	3642
